0;0;0;5;3;381;167
0;0;0;5;3;164;256
0;0;0;5;3;257;439
0;0;0;5;3;465;300
0;0;0;5;3;532;143
1;0;0;5;3;241;99
1;0;0;5;3;239;124
1;0;0;5;3;238;447
1;0;0;5;3;369;394
1;0;0;5;3;172;297
1;0;0;5;3;365;234
1;0;0;5;3;391;220
2;0;0;5;3;432;138
2;0;0;5;3;331;465
2;0;0;5;3;131;349
2;0;0;5;3;183;174
2;0;0;5;3;264;170
